Timestamp,HoistPosition,TotalLoad,TrolleyPosition,WindSpeed,CycleID,Point
2022.08.17 12:00:01.200,4.25,13.577,49.391,2.561,1.0,0.0
2022.08.17 12:00:02.200,4.343,14.663,49.391,2.595,1.0,1.0
2022.08.17 12:00:03.200,4.484,22.862,49.391,2.656,1.0,2.0
2022.08.17 12:00:04.200,4.622,38.219,49.391,2.656,1.0,3.0
2022.08.17 12:00:05.200,5.01,48.642,49.391,2.778,1.0,4.0
2022.08.17 12:00:06.200,5.662,50.127,49.391,2.995,1.0,5.0
2022.08.17 12:00:07.200,7.268,50.132,49.391,2.995,1.0,6.0
2022.08.17 12:00:08.200,9.308,48.534,49.412,2.995,1.0,7.0
2022.08.17 12:00:09.200,11.367,46.507,49.56,2.995,1.0,8.0
2022.08.17 12:00:10.200,13.376,46.738,49.699,2.474,1.0,9.0
2022.08.17 12:00:11.200,15.487,46.744,49.83,2.474,1.0,10.0
2022.08.17 12:00:12.200,17.448,46.625,50.217,2.552,1.0,11.0
2022.08.17 12:00:13.200,19.48,46.625,51.138,2.561,1.0,12.0
2022.08.17 12:00:14.200,21.362,46.676,51.856,2.578,1.0,13.0
2022.08.17 12:00:15.200,23.254,46.541,52.485,2.578,1.0,14.0
2022.08.17 12:00:16.200,25.343,43.994,53.512,2.804,1.0,15.0
2022.08.17 12:00:17.200,26.106,41.785,54.866,2.812,1.0,16.0
2022.08.17 12:00:18.200,26.148,43.466,56.059,2.812,1.0,17.0
2022.08.17 12:00:19.200,26.141,46.28,57.103,2.812,1.0,18.0
2022.08.17 12:00:20.200,26.141,46.466,58.702,2.604,1.0,19.0
2022.08.17 12:00:21.200,26.141,46.657,59.822,2.604,1.0,20.0
2022.08.17 12:00:22.200,26.141,46.577,60.381,2.604,1.0,21.0
2022.08.17 12:00:23.200,26.141,46.429,61.301,2.604,1.0,22.0
2022.08.17 12:00:24.200,25.87,45.149,62.409,2.604,1.0,23.0
2022.08.17 12:00:25.200,25.451,46.477,63.335,2.639,1.0,24.0
2022.08.17 12:00:26.200,25.077,47.053,64.027,2.752,1.0,25.0
2022.08.17 12:00:27.200,24.618,46.63,64.657,2.752,1.0,26.0
2022.08.17 12:00:28.200,24.108,46.502,65.136,2.76,1.0,27.0
